name,latitude,longitude,subtype,year,description,image_url,official_url,county,city
Elizabeth Denison Forth,42.64380300000005,-83.28201199999995,4,1992,"Elizabeth Denison Forth
In 1825 Elizabeth Denison, “a woman of colour,” purchased 48.5 acres of land from Pontiac’s founder, Stephen Mack, agent of the Pontiac Company. She became Pontiac’s first black property owner, but never lived on the property. In 1827 she and her husband, Scipio Forth, leased the land to her brother Scipio Denison. In 1836 and 1837 Mrs. Forth sold the land for $930. Elizabeth Denison was born in the 1780s as a slave in present-day Macomb County. In 1807 she fled to Canada, returning to Detroit around 1812 as a free woman. At her death in 1866, she donated money used to…",,,Oakland,Pontiac
Tyrone Township Hall,42.73689800000005,-83.74927799999995,3,1980,"Tyrone Township Hall
Tyrone Township was settled in 1834, and Joseph M. Becker was elected as the first township supervisor in 1838. Township meetings were held in the homes of the townsfolk until 1887, when this hall was erected on Hartland Road at a cost of $640. Locally referred to as the town house, it served as a gathering place for township business, elections, and 4H activities until a new hall was constructed in 1967. In 1975, as a bicentennial project, the town house was relocated, restored and rededicated on this site.",,,Livingston,Tyrone Township
Clam Lake Canal,44.23929600000008,-85.45470699999998,4,1990,"Clam Lake Canal
In 1873 the Clam Lake Canal was constructed between Big and Little Clam Lakes, present day Lakes Mitchell and Cadillac. Lumbering was the major industry in the Clam Lake area, and sawmill owners needed an efficient means of transporting timber to the mills and railroad sites in Cadillac. Two years earlier George A. Mitchell, a prominent Cadillac banker and railroad entrepreneur, and Adam Gallinger, a local carpenter, formed the Clam Lake Canal Improvement and Construction Company. The company dug the canal at the narrowest point between the lakes through land owned by Mitchell…",,,Wexford,Cadillac
Canton Center School,42.29985700000003,-83.48711299999997,,1989,"Canton Center School
This one-room schoolhouse was constructed in 1884 by Hargreaze Sittlington. The school’s arches and raised brickwork may have been modeled after the 1882 Cherry Hill United Methodist Church. Both buildings are typical of rural schoolhouses and churches of the period. The Canton Center School ceased operating as a grammar school in 1954. In 1977 the Plymouth-Canton School District donated the structure to the Canton Historical Society, which restored the building. It opened as a museum in 1982.",,,Wayne,Canton
Stearns Telephone,42.32965200000007,-83.04572099999996,,1972,"Stearns Telephone
On September 22, 1877, a Bell telephone was installed on this site in the drugstore operated by Frederick Stearns. An iron wire strung along rooftops connected the store with the Stearns laboratory a half-mile away at the foot of Fifth Street. This service, only eighteen months after Alexander Graham Bell patented his invention, was the first to be offered by the organization which eventually developed into the Michigan Bell Telephone Company. A placard in the store window invited the public to drop in every hour on the hour to speak over the amazing new device. Other privat…",,,Wayne,Detroit
William W. Cook,42.28174500000006,-84.96839099999994,,1973,"William W. Cook
For thirty-three years this was the home of William Wallace Cook, prolific write of dime novels. Heros such as Frank Merriwell, Nick Carter, and Buffalo Bill were his speciality. Employed by Street and Smith serial publishers, Cook’s problems in turning out quantities of material on a tight schedule were described in the autobiographical account, The Fiction Factory. He later systematized his writing technique in Plotto, A New Method of Creative Fiction. Born in Marshall in 1867, Cook returned in 1900 and resided here until his death in 1933.",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/1444/attachments/2360,,Calhoun,Marshall
Stewart Farm / Memoir of Aura Stewart,42.60875800000008,-82.56830699999995,,2003,"Stewart Farm
This is likely the oldest farm complex on Harsens Island. Harvey Stewart, a brewery and distillery owner from New York State, came to the Michigan Territory in 1810. He served as a guide and messenger to General William Henry Harrison during the War of 1812. Stewart, a widower, married Mary Graveraet in 1814. She was the granddaughter of Jacob Harsen, who settled on the island around 1778. Graveraet had inherited 640 acres originally owned by Harsen, but abandoned it during the war. After the war she returned with Stewart and his two sons, Aura and John, and took up farming. In 1…",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/1445/attachments/1535,,St. Clair,Harsens Island
Greenbush United Methodist Church,43.08188900000005,-84.54395699899999,,1988,"Greenbush United Methodist Church
The Reverend William Benson organized a Methodist class for this area in 1849. The class, which had seven members, held its first worship service in a log school south of Eureka. Later it met in the Sherwood School and the Keystone Grange Hall. Following a revival service conducted by the Reverend James Connolly in 1895, the class decided to build a permanent church. The present frame church was completed at a cost of nearly four thousand dollars and dedicated on August 28, 1898.",,,Clinton,St. Johns
Founding of Marion / Marion Millpond and Dam,44.10352700000004,-85.14793199999997,5,1999,"Founding of Marion
Irish millwright Christopher Clark and his Canadian wife, Marion Hixon Clark, settled here in 1875 after purchasing 240 acres of virgin forest from the Ryerson, Hills and Company lumbering firm. They opened a general store and in 1878 began operating the sawmill that gave the settlement its original name, “Clark’s Mill.” The Ann Arbor Railroad, built through Marion in 1887 to carry lumber products from the mills to outside markets, also brought more people to the area. As the land was cleared of trees, it was purchased by farmers. Other businesses came to serve the steadily…",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/1447/attachments/1536,,Osceola,Marion
The General Motors Sit-Down Strike,42.985719000000074,-83.67563999999999,4,1980,"The General Motors Sit-Down Strike
Starting December 30, 1936, this building was occupied for forty-four days by striking members of the United Auto Workers. The strikers, acting in concert with other plants that were closed or to be closed by sit-downs, asked for recognition of the union as sole bargaining representative for all hourly rated employees of General Motors Corporation. Court injunctions and threats of eviction by both the sheriff of Genesee County and the Flint Police Department did not sway the strikers from their goal. An agreement was reached in Detroit on February 11, 1937,…",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/1448/attachments/1538,,Genesee,Flint
1845 Eaton County Courthouse,42.54528300000004,-84.83533999999997,,1991,"1845 Eaton County Courthouse
This building served as Eaton County’s courthouse from 1846 to 1872. The first courthouse was built in Bellevue in the 1830s. In 1840 Charlotte became the county seat, and in 1844 the county supervisors voted to erect a new courthouse on the public square. The Greek Revival structure was built at a cost of one thousand dollars by S. E. Millett and Lewis Scout. In 1872 the Episcopal church bought the courthouse. After many uses, the building was rehabilitated by Historic Charlotte, Incorporated, to resemble its original form.",https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/Historical_Markers_Public_View/FeatureServer/0/1449/attachments/1539,,Eaton,Charlotte
Smith's Chapel,41.767374000000075,-86.14787499999994,,1981,"Smith's Chapel
The first Methodist church in Milton Township was organized in 1839. The following year, this church was built and named Smith’s Chapel to honor Canon Smith, who had contributed generously to the construction of the church. Smith, a native of Delaware, bought land here in 1829 and settled on it in 1831. The chapel is one of the oldest Methodist churches in southwestern Michigan. In 1967 regular church services were discontinued. Milton Township purchased the structure in 1972. It now serves as a wedding and funeral chapel.",,,Cass,Niles
Birth Of Professional Hockey / The Amphidrome,47.12259800000004,-88.56566699899997,,2006,"Birth Of Professional Hockey
In 1903-04 the Portage Lake Hockey Club became the first hockey team to pay all of its players.  In March 1904 the club won the U.S. Championship and beat the Montreal Wanderers in the Houghton Amphidrome for what was billed as the World’s Championship.  Later that year local entrepreneur James Dee and Houghton dentist John “Doc” Gibson, a former hockey player originally from Ontario, organized the first professional hockey league.  The International Hockey League (IHL) began play in December 1904 and comprised teams from Houghton; Calumet; Sault Ste. Marie, Michi…",,,Houghton,Houghton
